date,Mkt-RF,SMB,HML,RF,MOM
19280827,-0.29,0.13,-0.61,0.012,-0.51
19280828,0.58,-0.38,-0.25,0.012,-0.09
19280829,0.24,0.04,0.08,0.012,0.31
19280830,0.27,0.03,0.09,0.012,0.5
19280831,1.15,-0.67,-0.27,0.012,0.47
19280901,0.25,0.15,0.07,0.011,-0.02
19280904,0.41,-0.03,-0.1,0.011,0.01
19280905,0.41,0.01,-0.1,0.011,0.52
19280906,-0.4,0.18,0.5,0.011,-0.16
19280907,0.65,0.35,-0.19,0.011,0.68
19280908,-0.3,0.19,0.04,0.011,-0.42
19280910,-0.37,0.23,-0.02,0.011,0.06
19280911,0.63,-0.18,0.21,0.011,0.62
19280912,0.34,-0.05,0.18,0.011,0.42
19280913,-0.1,0.06,-0.31,0.011,0.29
19280914,0.13,0.15,0.42,0.011,-0.45
19280915,0.58,-0.28,0.71,0.011,-0.02
19280917,0.54,0.72,0.11,0.011,0.64
19280918,-0.68,0.64,-0.71,0.011,0.43
19280919,-0.07,0.16,0.45,0.011,0.12
19280920,0.15,0.53,-0.11,0.011,0.73
19280921,0.67,-0.46,0.18,0.011,1.2
19280922,-0.24,0.2,0.69,0.011,0.02
19280924,0.63,-0.42,-0.09,0.011,0.66
19280925,-0.07,0.24,0.11,0.011,0.29
19280926,-0.15,0.22,-0.55,0.011,-0.34
19280927,-1.22,-0.15,-0.02,0.011,-1.16
19280928,0.01,-0.11,-0.46,0.011,0.32
19280929,1.03,-0.01,-0.19,0.011,0.84
19281001,-0.11,0.83,-0.27,0.016,-0.02
19281002,-0.44,0.1,-0.05,0.016,0.29
19281003,-0.28,0.56,0.15,0.016,0.23
19281004,0.25,0.18,0.3,0.016,0.84
19281005,-0.29,0.46,-0.06,0.016,0.13
19281006,-0.05,0,0.2,0.016,-0.11
19281008,-0.33,-0.15,-0.27,0.016,-0.1
19281009,0.12,0.09,-1.05,0.016,0.62
19281010,0.92,-0.04,-0.05,0.016,0.13
19281011,0.31,0.5,-0.85,0.016,1.01
19281013,0.55,0.41,-0.46,0.016,0.4
19281015,0.38,-0.46,0.16,0.016,-0.01
19281016,0.3,-0.16,0.56,0.016,-0.03
19281017,0.3,0.8,0.22,0.016,0.14
19281018,0.29,-0.29,-0.37,0.016,0.33
19281019,0.45,-0.19,-0.56,0.016,0.59
19281020,-0.44,0.25,-0.03,0.016,-0.49
19281022,-0.12,0.28,-0.6,0.016,-0.42
19281023,0.66,-0.09,0.39,0.016,0.7
19281024,0.22,0.1,0.63,0.016,0.19
19281025,-0.26,-0.06,0.24,0.016,-0.09
19281026,-1.14,-0.39,-0.06,0.016,-0.62
19281027,0.86,0.16,-0.06,0.016,0.75
19281029,0.69,-0.07,0.6,0.016,-0.15
19281030,-1.05,-0.33,-0.17,0.016,-0.41
19281031,-0.49,-0.31,-0.57,0.016,-0.5
19281101,1.29,-0.21,-0.28,0.017,0.57
19281102,-0.1,-0.21,0.31,0.017,-0.01
19281103,0.04,-0.03,-0.34,0.017,-0.06
19281105,1.13,-0.3,0.22,0.017,0.59
19281107,1.19,0.02,0.85,0.017,0.85
19281108,-0.25,0.01,-0.13,0.017,-0.33
19281109,0.72,-0.38,0.45,0.017,-0.21
19281110,0.78,0,0.47,0.017,0.67
19281112,0.34,-0.46,0.01,0.017,0.24
19281113,0.07,0.18,-0.17,0.017,0.01
19281114,0.14,0.32,-0.3,0.017,-0.55
19281115,0.36,-0.01,-0.66,0.017,0.14
19281116,1.77,-0.76,0.23,0.017,-0.09
19281117,0.1,-0.02,-0.09,0.017,0.07
19281119,0.17,-0.56,1.02,0.017,-0.52
19281120,1.11,-0.63,0.97,0.017,0.28
19281121,-1.51,0.47,-0.25,0.017,-0.53
19281122,1.39,-0.43,0.71,0.017,0.9
19281123,0.26,0.43,-0.3,0.017,0.5
19281126,0.46,0.07,0.69,0.017,-0.28
19281127,0.28,0.88,-0.19,0.017,-0.26
19281128,1.1,0.37,-0.34,0.017,0.93
19281130,0.39,-0.4,-0.46,0.017,0.66
19281201,-0.6,0.06,0.66,0.002,0.03
19281203,-0.7,0.36,-0.42,0.002,-0.63
19281204,0.23,0.49,-0.43,0.002,0.69
19281205,-0.7,0.82,-0.35,0.002,-0.24
19281206,-3.54,0.01,-1.35,0.002,-1.84
19281207,-2.35,-0.5,0.84,0.002,-1.94
19281208,-1.89,-0.62,0.01,0.002,-1.45
19281210,1.63,-1.31,0.7,0.002,1.27
19281211,2.3,1.36,0.36,0.002,1.36
19281212,-0.78,-0.19,0.21,0.002,-0.52
19281213,-0.34,0.44,0.18,0.002,-0.78
19281214,0.19,-0.04,-0.15,0.002,-0.11
19281215,-0.35,0.19,0.1,0.002,-0.29
19281217,-0.37,-0.31,-0.52,0.002,-0.7
19281218,1.07,-0.08,-0.16,0.002,1.37
19281219,1.2,-0.38,0.34,0.002,0.86
19281220,0.37,0,-0.19,0.002,0.53
19281221,1.07,-0.31,-0.18,0.002,0.96
19281222,0.12,0.3,-0.3,0.002,0.5
19281224,0.87,0.18,-0.88,0.002,0.59
19281226,-0.31,0.02,0.24,0.002,-0.44
19281227,0.66,-0.79,-0.01,0.002,0.73
19281228,1.34,-0.52,0.17,0.002,0.46
19281229,0.2,0.3,0.16,0.002,0.37
19281231,1.36,-0.33,0.56,0.002,0.63
19290102,1.48,0.45,-0.2,0.013,0.92
19290103,0.1,0.11,-0.34,0.013,-0.12
19290104,-0.03,-0.43,0.64,0.013,-0.8
19290105,-0.88,0.43,-0.22,0.013,-0.18
19290107,-1.3,-0.37,0.25,0.013,0.16
19290108,-0.23,0.21,0.22,0.013,0.21
19290109,1.2,0.09,0.11,0.013,0.68
19290110,0.27,0.3,-0.21,0.013,-0.02
19290111,-0.04,0.2,0.01,0.013,-0.11
19290112,-0.28,0.04,0.14,0.013,-0.04
19290114,0.25,0.17,0.29,0.013,-0.21
19290115,-0.98,-0.1,-0.08,0.013,-0.36
19290116,0.91,-0.16,0.39,0.013,0.96
19290117,0.71,-0.35,0.05,0.013,0.93
19290118,0.04,0.24,0.12,0.013,0.35
19290119,0.19,-0.26,0.31,0.013,0.44
19290121,0.16,-0.18,0,0.013,0.05
19290122,0.59,-0.49,-0.25,0.013,0.81
19290123,0.53,-0.76,-0.56,0.013,-0.17
19290124,-0.83,0.14,-0.66,0.013,-0.01
19290125,1.18,-0.62,-1.33,0.013,0.54
19290126,0.34,-0.2,-0.06,0.013,0.31
19290128,-0.27,0.13,0.02,0.013,0.19
19290129,-0.27,-0.22,-0.3,0.013,-0.05
19290130,0.34,-0.74,-0.33,0.013,-0.24
19290131,1.36,-0.9,0.86,0.013,-0.6
19290201,0.56,-0.32,0.74,0.018,0.64
19290202,0.01,0.31,0.74,0.018,0.09
19290204,-0.44,0.69,0.11,0.018,0.05
19290205,0.22,0.19,-0.22,0.018,0.58
19290206,-0.82,-0.24,-0.69,0.018,-0.36
19290207,-2.97,-0.03,0.41,0.018,-1.15
19290208,-0.96,-0.57,0.64,0.018,-0.67
19290211,2.18,-0.81,0.71,0.018,2.46
19290213,0.1,0.42,-0.93,0.018,0.34
19290214,-0.63,-0.44,0.51,0.018,-0.23
19290215,-1.62,0.58,-0.58,0.018,-1.17
19290216,-1.4,-0.52,0.34,0.018,-0.67
19290218,1.12,-0.38,0.34,0.018,1.52
19290219,0.2,0.95,-0.31,0.018,0.44
19290220,0.84,0.32,-0.16,0.018,0.47
19290221,0.73,-0.44,0.07,0.018,-0.09
19290225,0.28,0.49,-0.23,0.018,0.11
19290226,0.36,0.17,-0.3,0.018,0.24
19290227,1.06,-0.3,0.59,0.018,0.57
19290228,1.01,-0.38,-0.15,0.018,0.76
19290301,1.01,-0.09,0.38,0.014,0.64
19290302,-0.27,-0.2,0.62,0.014,-0.27
19290304,-0.89,-0.03,0.38,0.014,-0.28
19290305,-0.68,-0.55,0.53,0.014,-0.46
19290306,-1.57,-0.43,-0.27,0.014,-0.22
19290307,0.76,-0.59,0.37,0.014,0.53
19290308,0.58,0.02,0.03,0.014,0.17
19290309,-0.01,0.39,-0.25,0.014,-0.38
19290311,-1.3,0.36,-0.27,0.014,-0.81
19290312,0.25,-0.45,0.07,0.014,0.27
19290313,0.98,-0.29,0.18,0.014,0.43
19290314,1.55,-0.17,-0.36,0.014,0.85
19290315,1.07,-0.29,-0.04,0.014,-0.39
19290316,0.27,0.08,0.03,0.014,0.13
19290318,-0.43,-0.02,0.1,0.014,-0.44
19290319,0.02,-0.57,0.57,0.014,0.14
19290320,0.02,-0.49,0.55,0.014,-0.99
19290321,-0.43,0.27,-0.61,0.014,0.08
19290322,-1.15,0.12,-0.75,0.014,-0.54
19290323,-0.98,0.09,-0.34,0.014,-0.29
19290325,-3.14,-0.67,-0.28,0.014,-0.99
19290326,-1.16,-2.66,0.04,0.014,0.61
19290327,3.28,0.73,0.33,0.014,0.58
19290328,1.63,0.62,0.55,0.014,0.2
19290401,-2.26,-0.34,0.01,0.014,-0.4
19290402,1.19,0.22,0.36,0.014,-0.81
19290403,-1.08,0.4,0.07,0.014,-0.32
19290404,1.2,-0.45,0.19,0.014,1.15
19290405,-0.75,0.74,-0.74,0.014,0.18
19290406,0.12,-0.5,0.65,0.014,-0.34
19290408,-0.95,0.26,-0.65,0.014,-0.61
19290409,-0.87,-0.77,-0.37,0.014,-0.53
19290410,0.49,-0.21,0.07,0.014,0.39
19290411,1.02,-0.44,0.54,0.014,1.07
19290412,0.63,0.55,-0.59,0.014,-0.37
19290413,-0.02,0.21,0.21,0.014,-0.51
19290415,-0.58,0.67,-0.2,0.014,-0.86
19290416,0.05,-0.04,-0.25,0.014,0.19
19290417,1.02,-0.45,0.1,0.014,1.02
19290418,0.38,0.49,-0.81,0.014,0.11
19290419,-0.03,0.08,-0.2,0.014,-0.27
19290420,0.19,-0.11,-0.41,0.014,0.27
19290422,0.83,-0.36,0.06,0.014,1.14
19290423,0.44,0.25,-0.12,0.014,-0.22
19290424,-0.24,0.03,0.36,0.014,-0.63
19290425,-0.6,0.07,0.2,0.014,0.4
19290426,-0.08,-0.16,-0.37,0.014,-0.08
19290427,0.55,0.16,0.46,0.014,0.58
19290429,-0.53,0.06,0.59,0.014,0.53
19290430,1.65,-1.26,1.39,0.014,1.43
19290501,0.11,0.28,-0.23,0.017,0.65
19290502,0.14,0.03,-0.28,0.017,0.92
19290503,0.75,-0.06,-0.61,0.017,0.23
19290504,0.31,-0.43,0.15,0.017,-0.41
19290506,-0.52,-0.13,-0.3,0.017,-0.11
19290507,-0.68,0.1,-0.03,0.017,-1.02
19290508,0.1,-0.06,-0.06,0.017,-0.23
19290509,-0.55,-0.03,0.01,0.017,0.02
19290510,1.18,-0.23,0.12,0.017,0.74
19290511,-0.34,0.28,0.17,0.017,0.39
19290513,-2.13,-0.39,-0.21,0.017,-1.16
19290514,0.89,-0.46,-0.66,0.017,1.06
19290515,-0.32,0.04,0.07,0.017,-0.3
19290516,0.07,-0.43,-0.38,0.017,-0.09
19290517,0.51,0.17,-0.08,0.017,0.51
19290518,-0.18,-0.1,-0.13,0.017,-0.14
19290520,-1.97,0.42,0.8,0.017,-1.67
19290521,0.05,-1.31,-0.36,0.017,0.78
19290522,-3.17,1.02,-0.67,0.017,-0.98
19290523,1.54,-1.32,-0.19,0.017,1.24
19290524,-0.47,0.63,-0.03,0.017,-0.63
19290525,-0.37,-0.51,-0.07,0.017,0.5
19290527,-3.2,-0.65,-0.11,0.017,-1.13
19290528,1.12,-1.21,0.2,0.017,1.36
19290529,0.1,-0.21,0.93,0.017,-0.58
19290531,0.57,-1.19,0.41,0.017,0.32
19290601,0.61,0.28,0.08,0.021,0.67
19290603,1.27,-0.12,0.63,0.021,0.09
19290604,1.4,0.37,-0.78,0.021,1.2
19290605,-0.31,0.28,-0.64,0.021,0.01
19290606,0.27,-0.16,0.39,0.021,-0.07
19290607,-0.45,-0.02,-0.42,0.021,-0.11
19290608,-0.36,-0.15,0.94,0.021,-0.1
19290610,-0.54,0.14,0.32,0.021,-0.04
19290611,0.4,-0.2,-0.43,0.021,0.91
19290612,0.03,0.25,-0.34,0.021,0.64
19290613,1.24,-0.51,-0.03,0.021,0.25
19290614,0.31,0.33,0.29,0.021,0.36
19290615,0.29,-0.19,0.76,0.021,0.44
19290617,1.22,-0.69,-0.58,0.021,-0.41
19290618,0.17,-0.04,0,0.021,0.01
19290619,-0.65,0.39,-0.5,0.021,-0.18
19290620,0.43,-0.17,-0.33,0.021,0.67
19290621,0.67,-0.4,0.44,0.021,0.12
19290622,0.31,0.03,0.65,0.021,-0.04
19290624,-0.21,0.23,-0.72,0.021,0.25
19290625,0.77,-0.4,-0.92,0.021,0.52
19290626,0.56,-0.02,0.03,0.021,0.8
19290627,0.04,-0.04,-0.51,0.021,0.75
19290628,0.94,-0.93,-0.85,0.021,1.18
19290629,0.86,-0.32,-0.09,0.021,0.39
19290701,0.37,-0.24,0.31,0.013,-0.14
19290702,1.11,-0.92,0.22,0.013,0.94
19290703,0.33,0.19,-0.37,0.013,0.21
19290705,0.47,0.21,-0.44,0.013,-1.36
19290706,0.16,-0.14,-0.09,0.013,-0.02
19290708,0.04,0.64,0.94,0.013,-0.7
19290709,0.11,0.31,0.06,0.013,-0.12
19290710,-0.3,0.02,-0.18,0.013,0.17
19290711,0.25,-0.22,-0.38,0.013,0.32
19290712,0.92,-0.78,0.24,0.013,0.55
19290713,0.4,-0.49,1.17,0.013,0.39
19290715,-0.46,-0.3,0.99,0.013,0.01
19290716,0.48,-0.25,0.07,0.013,0.6
19290717,0.27,0.04,-0.24,0.013,0.8
19290718,-0.12,-0.11,-0.05,0.013,0.43
19290719,0.33,-0.56,0.75,0.013,0.73
19290720,0.15,-0.1,0.2,0.013,0.25
19290722,-1.11,0.17,-0.3,0.013,0.1
19290723,1.03,-0.81,0.19,0.013,0.59
19290724,-0.49,-0.27,0.11,0.013,0.38
19290725,0.51,-0.57,-0.71,0.013,0.03
19290726,-0.4,0,0.11,0.013,0.68
19290727,-0.44,0.45,-0.44,0.013,-0.26
19290729,-1.16,0.25,0.43,0.013,-0.56
19290730,0.89,-0.06,0.01,0.013,0.24
19290731,1.08,-0.21,0.01,0.013,0.65
19290801,0.81,-0.66,-0.17,0.015,0.95
19290802,0.93,-1.16,-0.06,0.015,0.7
19290803,0.51,-0.52,-0.62,0.015,-0.59
19290805,-0.61,-0.49,0.78,0.015,0.4
19290806,-0.47,0.22,0.02,0.015,0.08
19290807,-1.02,0.14,0.38,0.015,0.59
19290808,0.9,-0.74,0.08,0.015,0.38
19290809,-3.61,0.28,0.37,0.015,-0.44
19290810,1.59,-0.78,0.48,0.015,0.27
19290812,1.47,-0.24,0.21,0.015,0.72
19290813,0.7,-0.57,-0.23,0.015,0.43
19290814,0.14,-0.52,-0.11,0.015,0.35
19290815,0.29,-0.05,0.17,0.015,-0.6
19290816,1.8,-0.38,-0.33,0.015,-0.78
19290817,0.25,0.15,0.86,0.015,0.22
19290819,0.5,-0.7,-0.64,0.015,0.27
19290820,0.3,-0.02,0.14,0.015,-0.06
19290821,-0.37,-0.01,-0.12,0.015,-1.02
19290822,0.85,-0.54,-0.53,0.015,0.99
19290823,0.94,-1.23,-0.4,0.015,0.44
19290824,0.22,-0.59,0.13,0.015,0.16
19290826,-0.05,-0.18,0.31,0.015,0.74
19290827,-0.08,0.03,-0.02,0.015,0.46
19290828,-0.03,-0.11,0.16,0.015,-0.34
19290829,0.84,-0.1,0.08,0.015,0.13
19290830,1.09,-0.54,-0.78,0.015,1.07
19290903,0.36,-0.3,-0.49,0.015,0.66
19290904,-0.53,0.1,-0.76,0.015,-1.8
19290905,-1.91,0.75,0.21,0.015,0.18
19290906,2.06,-1.22,-0.2,0.015,-0.28
19290907,0.32,-0.24,0.2,0.015,0.14
19290909,-0.59,0.09,-0.13,0.015,0.82
19290910,-1.72,1.35,0.03,0.015,0.05
19290911,1.19,-1.13,0.27,0.015,0.28
19290912,-1,1.15,-0.03,0.015,-0.56
19290913,0.25,0.11,-0.21,0.015,0.01
19290914,0.22,-0.04,0.07,0.015,-0.45
19290916,1.03,-0.48,-0.15,0.015,-0.67
19290917,-0.63,0.9,-0.29,0.015,-0.1
19290918,0.44,-0.95,0.51,0.015,1.35
19290919,0.01,-0.01,-0.3,0.015,0.37
19290920,-0.87,0.52,-0.08,0.015,0.62
19290921,-0.08,0.2,-0.14,0.015,0.07
19290923,-0.28,-0.17,0.1,0.015,0.83
19290924,-1.53,0.5,0.22,0.015,-0.69
19290925,-0.16,-0.57,0.06,0.015,0.32
19290926,0.95,0.09,-0.53,0.015,0.72
19290927,-2.42,0.62,0.47,0.015,-0.41
19290928,0.3,-0.64,0.37,0.015,-0.17
19290930,-0.81,0.72,0.1,0.015,0.27
19291001,-0.68,-0.5,-0.13,0.018,0.26
19291002,0.75,-0.07,-0.13,0.018,-0.14
19291003,-3.67,1.29,0.9,0.018,-0.05
19291004,-1.21,-1.75,0.16,0.018,0.61
19291005,3.89,-0.57,-1.06,0.018,-1.56
19291007,1.75,0.19,0.59,0.018,-0.36
19291008,-0.01,0.37,0.06,0.018,-0.12
19291009,-0.2,-0.26,0.27,0.018,0.34
19291010,1.4,-0.6,-0.48,0.018,1.77
19291011,-0.16,0.46,0.24,0.018,0.54
19291014,-0.51,0.28,-0.37,0.018,-1.12
19291015,-0.68,0.3,0.2,0.018,-0.14
19291016,-3.06,1.09,0.89,0.018,-1.28
19291017,1.03,-1.67,-0.01,0.018,1.02
19291018,-2.32,1.31,1.1,0.018,-0.25
19291019,-2.8,0.3,0.87,0.018,-0.36
19291021,-1.35,-1.03,0.23,0.018,0.55
19291022,1.97,-0.4,-0.33,0.018,1.33
19291023,-5.65,0.67,0.58,0.018,0.02
19291024,-3.84,-3.75,1.38,0.018,2.6
19291025,1.5,0.08,0.23,0.018,-0.56
19291026,-0.35,1.18,0.74,0.018,-1.83
19291028,-11.29,1.31,3.87,0.018,-0.85
19291029,-12.01,0.29,2.05,0.018,3.82
19291030,12.16,-7.27,-2.01,0.018,3.68
19291031,6.1,2.48,-1.76,0.018,-0.52
19291104,-4.29,1.95,1.65,0.022,-2.74
19291106,-9.75,1.63,2.32,0.022,-1.29
19291107,2.18,-4.66,-0.43,0.022,3.84
19291108,0.01,2.61,0.32,0.022,-2.33
19291111,-5.6,1.54,1.87,0.022,-1.67
19291112,-6,-1.09,0.37,0.022,1.62
19291113,-5.58,-1.84,1.07,0.022,2.15
19291114,7.85,-2.89,-1.66,0.022,0.72
19291115,6.23,1.31,-2.48,0.022,-3.28
19291118,-1.17,2.26,0.24,0.022,-0.99
19291119,2.59,-1.59,0.02,0.022,0.75
19291120,2.45,-0.36,0.26,0.022,0.03
19291121,2.14,-1.14,-0.86,0.022,0.96
19291122,-0.46,0.62,1.03,0.022,-0.94
19291125,-1.11,0.45,0.92,0.022,0.3
19291126,-2.29,0.9,0.88,0.022,1.78
19291127,0.98,-1.06,-0.53,0.022,0.56
19291202,0.04,-0.26,-0.24,0.015,0.33
19291203,2.78,-0.52,-0.78,0.015,-1.21
19291204,1.83,0.04,0.31,0.015,0.25
19291205,-0.42,0.9,-0.19,0.015,0.57
19291206,2.01,-1.13,-0.57,0.015,-0.34
19291207,1.08,-0.14,-0.37,0.015,-0.32
19291209,-0.93,0.67,-0.02,0.015,-2.23
19291210,0.35,-1.02,-0.34,0.015,-1.6
19291211,-0.5,0.47,-0.07,0.015,1
19291212,-4.95,1.27,0.95,0.015,3.14
19291213,1.92,-1.74,0.33,0.015,-1.87
19291214,1.21,0.21,0.61,0.015,-0.68
19291216,-2.37,1.29,0.84,0.015,0.92
19291217,0.62,-0.72,-0.3,0.015,0.38
19291218,-0.56,0.15,0.53,0.015,0.59
19291219,-2.41,-0.3,-0.03,0.015,1.95
19291220,-3.25,-1.36,1.32,0.015,2.55
19291221,1.59,-0.44,-0.5,0.015,-1.97
19291223,-1.37,-0.3,-0.13,0.015,1.06
19291224,0.45,-0.04,-0.27,0.015,0.27
19291226,2.09,-0.61,-0.59,0.015,-0.71
19291227,-0.23,-0.57,-0.07,0.015,0.54
19291228,-0.75,0,0.75,0.015,0.68
19291230,0.75,-1.02,-1.33,0.015,2.07
19291231,2.68,0.95,-0.27,0.015,-1.35
19300102,-0.95,1.82,-0.65,0.005,-1.24
19300103,0.63,-0.48,0.62,0.005,-0.57
19300104,0.71,0.32,-0.22,0.005,-0.11
19300106,0.02,0.36,-0.35,0.005,-0.87
19300107,-0.69,0.77,0.45,0.005,0.83
19300108,-0.12,0.29,0.58,0.005,0.31
19300109,1.25,-0.08,-0.42,0.005,0.35
19300110,-0.22,0.28,0.24,0.005,-0.07
19300111,-0.49,0.38,0.41,0.005,0.52
19300113,0.3,-0.3,-0.13,0.005,-0.35
19300114,0.18,-0.16,0.5,0.005,0.6
19300115,0.2,-0.37,-0.3,0.005,0.21
19300116,-0.59,-0.06,1.26,0.005,0.92
19300117,-0.78,-0.14,-0.16,0.005,0.92
19300118,0.23,-0.4,-0.15,0.005,-0.2
19300120,0.25,0.4,-0.5,0.005,-0.78
19300121,0.58,-0.26,0.2,0.005,-1.54
19300122,0.11,0.63,0.04,0.005,-1.14
19300123,0.94,-0.21,-0.07,0.005,-1.65
19300124,0.69,0.28,-0.61,0.005,-0.88
19300125,0.75,0.07,0.59,0.005,-0.34
19300127,0.33,-0.23,-0.33,0.005,-0.02
19300128,-0.54,0.56,0.04,0.005,1.49
19300129,1.01,-0.11,-0.14,0.005,-0.01
19300130,0.25,-0.05,-0.41,0.005,-0.32
19300131,1.39,0,-1.51,0.005,-0.71
19300201,0.79,-0.29,-0.65,0.013,-1.47
19300203,-0.61,0.48,0.16,0.013,0.27
19300204,0.78,-0.27,-0.28,0.013,-0.3
19300205,1.03,-0.3,0.16,0.013,-0.4
19300206,-0.81,0.24,0.46,0.013,0.61
19300207,-0.26,0.02,0.62,0.013,0.47
19300208,0.82,-0.5,-0.06,0.013,-0.29
19300210,-0.07,0.14,0.22,0.013,0.08
19300211,0.55,0.07,0.16,0.013,-0.25
19300213,0.16,0.12,-0.09,0.013,0.76
19300214,0.06,0.18,0.95,0.013,0.77
19300215,-0.8,0.47,-0.25,0.013,0.29
19300217,0.59,-0.21,-0.77,0.013,-0.9
19300218,0.21,0.34,0.19,0.013,-0.29
19300219,-0.72,0.26,-0.13,0.013,0.33
19300220,-1.9,0.26,0.47,0.013,0.38
19300221,1.14,-0.91,0.21,0.013,-0.88
19300224,-0.89,0.24,-0.35,0.013,0.53
19300225,0.01,-0.09,-0.29,0.013,-0.26
19300226,1.61,-0.55,-0.18,0.013,-0.36
19300227,0.25,0.5,-0.08,0.013,-0.63
19300228,0.55,0.02,-0.28,0.013,-0.03
19300301,0.62,0.36,-0.61,0.013,0.45
19300303,-0.1,0.8,-0.24,0.013,-0.12
19300304,0.5,-0.3,-0.11,0.013,-0.15
19300305,-0.7,0.05,0.42,0.013,0.79
19300306,0.79,-0.14,-0.52,0.013,0.34
19300307,0.09,0.55,-0.08,0.013,-0.88
19300308,0.12,0.3,-0.1,0.013,0.31
19300310,0.45,-0.07,-0.41,0.013,-1.69
19300311,0.18,-0.3,0.05,0.013,-1.22
19300312,-0.81,0.42,1.06,0.013,0.78
19300313,0.41,0.2,-0.36,0.013,-0.02
19300314,-0.68,0.57,0.7,0.013,0.32
19300315,-0.49,0.64,0.37,0.013,-0.16
19300317,1.3,-0.21,0.06,0.013,-1.36
19300318,0.97,-0.2,0.66,0.013,0.48
19300319,0.3,0.2,-0.08,0.013,0.83
19300320,0.54,-0.57,-0.24,0.013,-0.54
19300321,0.54,0.14,-0.05,0.013,-0.01
19300322,-0.88,0.64,0.28,0.013,0.27
19300324,0.95,0.63,-0.01,0.013,-0.74
19300325,0.03,-0.05,0.07,0.013,0.31
19300326,0.99,-0.7,-0.42,0.013,0.28
19300327,-0.17,0.23,-0.49,0.013,-0.54
19300328,0.87,-0.26,0.6,0.013,0.75
19300329,0.83,0,-0.35,0.013,-0.5
19300331,0.28,0.24,0.06,0.013,-1.52
19300401,0.76,-0.04,-0.35,0.009,-0.52
19300402,-0.97,0.58,-0.69,0.009,0.34
19300403,0.27,-0.38,-0.18,0.009,-0.3
19300404,1.05,-0.24,-0.03,0.009,-0.67
19300405,0.5,-0.3,-0.66,0.009,0
19300407,-0.03,0.33,0.42,0.009,-0.86
19300408,-0.64,-0.38,0.18,0.009,-0.43
19300409,1.29,-0.45,-1.11,0.009,-1.22
19300410,0.06,0.41,-0.35,0.009,-0.37
19300411,-0.37,0.07,0.52,0.009,0.49
19300412,0,0.12,-0.42,0.009,-0.4
19300414,-0.24,0.73,0.21,0.009,0.26
19300415,-0.02,0.1,-0.44,0.009,0.73
19300416,-0.73,0.07,-0.36,0.009,-0.23
19300417,0.5,-0.07,-0.32,0.009,-0.18
19300421,-1.5,0.53,0.28,0.009,-0.63
19300422,0.46,-0.69,0.68,0.009,0.13
19300423,0.39,0.08,0.81,0.009,-0.15
19300424,-0.85,0.29,0.73,0.009,0.59
19300425,-0.2,-0.22,-0.06,0.009,0.57
19300426,0.03,-0.64,0.22,0.009,0.69
19300428,-2.1,0.12,0.06,0.009,0.84
19300429,-0.46,-0.95,-0.04,0.009,0.52
19300430,0.78,0.55,0.53,0.009,0.51
19300501,-1.95,0.92,-0.36,0.01,-1.27
19300502,-2.46,-0.54,0.54,0.01,-0.24
19300503,-3.19,-0.83,1.99,0.01,1.05
19300505,-0.19,-2.41,-0.09,0.01,2.92
19300506,3.14,1.42,-1.62,0.01,-1.98
19300507,-0.91,0.6,0.42,0.01,-0.63
19300508,0.22,-0.44,-0.58,0.01,-1.78
19300509,0.98,-0.43,-0.01,0.01,0.09
19300510,1.38,0.17,-0.96,0.01,-0.53
19300512,-0.01,0.27,-0.17,0.01,-0.64
19300513,1.04,-0.43,0.24,0.01,0.08
19300514,0.57,0.4,0.14,0.01,0.44
19300515,-1.26,0.39,0.72,0.01,0.46
19300516,0.51,0,0.04,0.01,0.62
19300517,0.03,-0.05,0.4,0.01,-0.62
19300519,-1.84,0.28,0.16,0.01,0.08
19300520,0.13,-0.6,0.6,0.01,0.62
19300521,-0.35,-0.3,-0.45,0.01,-0.04
19300522,0.16,0.02,0.17,0.01,1.03
19300523,0.99,0.17,-1.06,0.01,-0.89
19300524,0.57,-0.5,0.09,0.01,-0.75
19300526,0.12,0.01,-0.04,0.01,0.31
19300527,0.09,-0.09,-0.52,0.01,0.58
19300528,0.34,-0.19,-0.4,0.01,0.31
19300529,0.49,0.1,-0.11,0.01,0.19
19300602,-0.17,0.27,0.38,0.011,-0.85
19300603,-0.82,0,0.4,0.011,0.98
19300604,0.29,-0.38,-0.08,0.011,0.25
19300605,-1.41,0.16,0.45,0.011,0.71
19300606,-1.47,0.04,0.32,0.011,0.82
19300607,-1.81,-0.27,0.61,0.011,1.29
19300609,-2.97,-0.6,-0.49,0.011,1.3
19300610,2.18,-1.57,0.16,0.011,0.75
19300611,-3.2,0.04,0.68,0.011,0.72
19300612,-0.5,-0.43,-0.63,0.011,0.46
19300613,0.7,-0.19,0.79,0.011,0.42
19300614,-1.77,1.18,-0.13,0.011,0.74
19300616,-5.38,-0.88,0.87,0.011,2.67
19300617,-0.19,-1.63,0.66,0.011,1.17
19300618,-3.42,-1.69,1.15,0.011,1.71
19300619,4.27,-0.28,-1.04,0.011,-0.9
19300620,-1.75,1.53,-0.71,0.011,0.09
19300621,-2.61,0.11,1.62,0.011,0.69
19300623,1.3,-0.96,-0.92,0.011,0.5
19300624,-2.6,2.25,0.02,0.011,0.22
19300625,0.13,-1.93,-0.89,0.011,0.63
19300626,2.2,0.36,0.31,0.011,-1.66
19300627,-0.87,0.55,0.22,0.011,0.66
19300628,0.33,0.05,-0.54,0.011,0.48
